symbol,company_name,sector,industry,Symbol
BFUTILITIE.NS,BF Utilities Limited,Industrials,Infrastructure Operations,BFUTILITIE
BGLOBAL.NS,Bharatiya Global Infomedia Limited,Technology,Software - Application,BGLOBAL
BGRENERGY.NS,BGR Energy Systems Limited,Industrials,Engineering & Construction,BGRENERGY
BHAGCHEM.NS,Bhagiradha Chemicals & Industries Limited,Basic Materials,Agricultural Inputs,BHAGCHEM
BHAGERIA.NS,Bhageria Industries Limited,Basic Materials,Specialty Chemicals,BHAGERIA
BHAGYANGR.NS,Bhagyanagar India Limited,Basic Materials,Copper,BHAGYANGR
BHANDARI.NS,Bhandari Hosiery Exports Limited,Consumer Cyclical,Apparel Manufacturing,BHANDARI
BHARATCOAL.NS,BHARAT COKING COAL LTD,Basic Materials,Coking Coal,BHARATCOAL
BHARATFORG.NS,Bharat Forge Limited,Consumer Cyclical,Auto Parts,BHARATFORG
BHARATGEAR.NS,Bharat Gears Limited,Consumer Cyclical,Auto Parts,BHARATGEAR
BHARATRAS.NS,Bharat Rasayan Limited,Basic Materials,Agricultural Inputs,BHARATRAS
BHARATSE.NS,Bharat Seats Limited,Consumer Cyclical,Auto Parts,BHARATSE
BHARATWIRE.NS,Bharat Wire Ropes Limited,Basic Materials,Steel,BHARATWIRE
BHARTIARTL.NS,Bharti Airtel Limited,Communication Services,Telecom Services,BHARTIARTL
BHARTIHEXA.NS,BHARTI HEXACOM LIMITED,Communication Services,Telecom Services,BHARTIHEXA
BHEL.NS,Bharat Heavy Electricals Limited,Industrials,Specialty Industrial Machinery,BHEL
BIGBLOC.NS,Bigbloc Construction Limited,Industrials,Building Products & Equipment,BIGBLOC
BIKAJI.NS,Bikaji Foods International Limited,Consumer Defensive,Packaged Foods,BIKAJI
BIL.NS,Bhartiya International Ltd.,Consumer Cyclical,Footwear & Accessories,BIL
BILVYAPAR.NS,BIL Vyapar Limited,Basic Materials,Specialty Chemicals,BILVYAPAR
BIOCON.NS,Biocon Limited,Healthcare,Biotechnology,BIOCON
BIOFILCHEM.NS,Biofil Chemicals and Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,BIOFILCHEM
BIRLACABLE.NS,Birla Cable Limited,Technology,Communication Equipment,BIRLACABLE
BIRLACORPN.NS,Birla Corporation Limited,Basic Materials,Building Materials,BIRLACORPN
BIRLAMONEY.NS,Aditya Birla Money Limited,Financial Services,Capital Markets,BIRLAMONEY
BIRLANU.NS,BirlaNu Limited,Industrials,Building Products & Equipment,BIRLANU
BLACKBUCK.NS,BlackBuck Limited,Technology,Software - Application,BLACKBUCK
BLAL.NS,BEML Land Assets Limited,Financial Services,Shell Companies,BLAL
BLBLIMITED.NS,BLB Limited,Financial Services,Capital Markets,BLBLIMITED
BLISSGVS.NS,Bliss GVS Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,BLISSGVS
BLKASHYAP.NS,B.L. Kashyap and Sons Limited,Industrials,Engineering & Construction,BLKASHYAP
BLS.NS,BLS International Services Limited,Industrials,Specialty Business Services,BLS
BLSE.NS,BLS E-SERVICES LIMITED,Industrials,Specialty Business Services,BLSE
BLUECHIP.NS,Blue Chip India Limited,Financial Services,Capital Markets,BLUECHIP
BLUECOAST.NS,Blue Coast Hotels Limited,Consumer Cyclical,Lodging,BLUECOAST
BLUEDART.NS,Blue Dart Express Limited,Industrials,Integrated Freight & Logistics,BLUEDART
BLUEJET.NS,Blue Jet Healthcare Limited,Healthcare,Biotechnology,BLUEJET
BLUESTARCO.NS,Blue Star Limited,Industrials,Building Products & Equipment,BLUESTARCO
BLUESTONE.NS,BLUESTONE JEWEL LFSTL LTD,Consumer Cyclical,Luxury Goods,BLUESTONE
BLUSPRING.NS,Bluspring Enterprises Limited,Industrials,Specialty Business Services,BLUSPRING
BMWVENTLTD.NS,BMW VENTURES LIMITED,Basic Materials,Steel,BMWVENTLTD
BODALCHEM.NS,Bodal Chemicals Limited,Basic Materials,Specialty Chemicals,BODALCHEM
BOHRAIND.NS,Bohra Industries Limited,Basic Materials,Agricultural Inputs,BOHRAIND
BOMDYEING.NS,The Bombay Dyeing and Manufacturing Company Limited,Consumer Cyclical,Textile Manufacturing,BOMDYEING
BONLON.NS,Bonlon Industries Limited,Basic Materials,Other Industrial Metals & Mining,BONLON
BORANA.NS,BORANA WEAVES LIMITED,Consumer Cyclical,Textile Manufacturing,BORANA
BOROLTD.NS,Borosil Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",BOROLTD
BORORENEW.NS,Borosil Renewables Limited,Technology,Solar,BORORENEW
BOROSCI.NS,Borosil Scientific Limited,Consumer Cyclical,Packaging & Containers,BOROSCI
BOSCH-HCIL.NS,Bosch Home Comfort India Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",BOSCH-HCIL
BOSCHLTD.NS,Bosch Limited,Consumer Cyclical,Auto Parts,BOSCHLTD
BPCL.NS,Bharat Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,BPCL
BPL.NS,BPL Limited,Technology,Consumer Electronics,BPL
BRIGADE.NS,Brigade Enterprises Limited,Real Estate,Real Estate - Development,BRIGADE
BRIGHOTEL.NS,BRIGADE HOTEL VENTURE LTD,Consumer Cyclical,Lodging,BRIGHOTEL
BRITANNIA.NS,Britannia Industries Limited,Consumer Defensive,Packaged Foods,BRITANNIA
BRNL.NS,Bharat Road Network Limited,Industrials,Infrastructure Operations,BRNL
BROOKS.NS,Brooks Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,BROOKS
BSE.NS,BSE Limited,Financial Services,Financial Data & Stock Exchanges,BSE
BSHSL.NS,Bombay Super Hybrid Seeds Limited,Basic Materials,Agricultural Inputs,BSHSL
BSL.NS,BSL Limited,Consumer Cyclical,Textile Manufacturing,BSL
BSOFT.NS,Birlasoft Limited,Technology,Information Technology Services,BSOFT
BTML.NS,Bodhi Tree Multimedia Limited,Communication Services,Entertainment,BTML
BUILDPRO.NS,Shankara Buildpro Limited,Consumer Cyclical,Home Improvement Retail,BUILDPRO
BUTTERFLY.NS,Butterfly Gandhimathi Appliances Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",BUTTERFLY
BVCL.NS,Barak Valley Cements Limited,Basic Materials,Building Materials,BVCL
BYKE.NS,The Byke Hospitality Limited,Consumer Cyclical,Lodging,BYKE
CALSOFT.NS,California Software Company Limited,Technology,Software - Application,CALSOFT
CAMLINFINE.NS,Camlin Fine Sciences Limited,Basic Materials,Specialty Chemicals,CAMLINFINE
CAMPUS.NS,Campus Activewear Limited,Consumer Cyclical,Footwear & Accessories,CAMPUS
CAMS.NS,Computer Age Management Services Limited,Technology,Information Technology Services,CAMS
CANBK.NS,Canara Bank,Financial Services,Banks - Regional,CANBK
CANFINHOME.NS,Can Fin Homes Limited,Financial Services,Mortgage Finance,CANFINHOME
CANHLIFE.NS,CANARA HSBC LIFE INS CO L,Financial Services,Insurance - Life,CANHLIFE
CANTABIL.NS,Cantabil Retail India Limited,Consumer Cyclical,Apparel Manufacturing,CANTABIL
CAPACITE.NS,Capacit'e Infraprojects Limited,Industrials,Engineering & Construction,CAPACITE
CAPILLARY.NS,CAPILLARY TECHNO INDIA L,Technology,Software - Infrastructure,CAPILLARY
CAPITALSFB.NS,Capital Small Finance Bank Limited,Financial Services,Banks - Regional,CAPITALSFB
CAPLIPOINT.NS,Caplin Point Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,CAPLIPOINT
CAPTRUST.NS,Capital Trust Limited,Financial Services,Credit Services,CAPTRUST
CARBORUNIV.NS,Carborundum Universal Limited,Industrials,Conglomerates,CARBORUNIV
CARERATING.NS,CARE Ratings Limited,Financial Services,Financial Data & Stock Exchanges,CARERATING
CARRARO.NS,CARRARO INDIA LIMITED,Consumer Cyclical,Auto Parts,CARRARO
CARTRADE.NS,CarTrade Tech Limited,Consumer Cyclical,Auto & Truck Dealerships,CARTRADE
CARYSIL.NS,Carysil Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",CARYSIL
CASTROLIND.NS,Castrol India Limited,Energy,Oil & Gas Refining & Marketing,CASTROLIND
CCAVENUE.NS,AvenuesAI Limited,Technology,Software - Infrastructure,CCAVENUE
CCCL.NS,Consolidated Construction Consortium Limited,Industrials,Engineering & Construction,CCCL
CCHHL.NS,Country Club Hospitality & Holidays Limited,Consumer Cyclical,Lodging,CCHHL
CCL.NS,CCL Products (India) Limited,Consumer Defensive,Packaged Foods,CCL
CDSL.NS,Central Depository Services (India) Limited,Financial Services,Capital Markets,CDSL
CEATLTD.NS,CEAT Limited,Consumer Cyclical,Auto Parts,CEATLTD
CEIGALL.NS,CEIGALL INDIA LIMITED,Industrials,Engineering & Construction,CEIGALL
CEINSYS.NS,Ceinsys Tech Limited,Industrials,Engineering & Construction,CEINSYS
CELEBRITY.NS,Celebrity Fashions Limited,Consumer Cyclical,Apparel Manufacturing,CELEBRITY
CELLO.NS,Cello World Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",CELLO
CEMPRO.NS,Cemindia Projects Limited,Industrials,Engineering & Construction,CEMPRO
CENTENKA.NS,Century Enka Limited,Consumer Cyclical,Textile Manufacturing,CENTENKA
CENTEXT.NS,Century Extrusions Limited,Basic Materials,Aluminum,CENTEXT
CENTRALBK.NS,Central Bank of India,Financial Services,Banks - Regional,CENTRALBK
CENTRUM.NS,Centrum Capital Limited,Financial Services,Financial Conglomerates,CENTRUM
CENTUM.NS,Centum Electronics Limited,Technology,Electronic Components,CENTUM
CENTURYPLY.NS,Century Plyboards (India) Limited,Basic Materials,Lumber & Wood Production,CENTURYPLY
CERA.NS,Cera Sanitaryware Limited,Industrials,Building Products & Equipment,CERA
CEREBRAINT.NS,Cerebra Integrated Technologies Limited,Industrials,Waste Management,CEREBRAINT
CESC.NS,CESC Limited,Utilities,Utilities - Regulated Electric,CESC
CEWATER.NS,CONCORD ENVIRO SYSTEMS L,Utilities,Utilities - Regulated Water,CEWATER
CGCL.NS,Capri Global Capital Limited,Financial Services,Credit Services,CGCL
CGPOWER.NS,CG Power and Industrial Solutions Limited,Industrials,Electrical Equipment & Parts,CGPOWER
CHALET.NS,Chalet Hotels Limited,Consumer Cyclical,Lodging,CHALET
CHAMBLFERT.NS,Chambal Fertilisers and Chemicals Limited,Basic Materials,Agricultural Inputs,CHAMBLFERT
CHEMBOND.NS,Chembond Material Technologies Limited,Basic Materials,Specialty Chemicals,CHEMBOND
CHEMBONDCH.NS,Chembond Chemicals Limited,Basic Materials,Specialty Chemicals,CHEMBONDCH
CHEMCON.NS,Chemcon Speciality Chemicals Limited,Basic Materials,Specialty Chemicals,CHEMCON
CHEMFAB.NS,Chemfab Alkalis Limited,Basic Materials,Specialty Chemicals,CHEMFAB
CHEMPLASTS.NS,Chemplast Sanmar Limited,Basic Materials,Chemicals,CHEMPLASTS
CHENNPETRO.NS,Chennai Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,CHENNPETRO
CHEVIOT.NS,Cheviot Company Limited,Consumer Cyclical,Textile Manufacturing,CHEVIOT
CHOICEIN.NS,Choice International Limited,Financial Services,Capital Markets,CHOICEIN
CHOLAFIN.NS,Cholamandalam Investment and Finance Company Limited,Financial Services,Credit Services,CHOLAFIN
CHOLAHLDNG.NS,Cholamandalam Financial Holdings Limited,Financial Services,Credit Services,CHOLAHLDNG
CIEINDIA.NS,CIE Automotive India Limited,Consumer Cyclical,Auto Parts,CIEINDIA
CIFL.NS,Capital India Finance Limited,Financial Services,Credit Services,CIFL
CIGNITITEC.NS,Cigniti Technologies Limited,,,CIGNITITEC
CINELINE.NS,Cineline India Limited,Communication Services,Entertainment,CINELINE
CINEVISTA.NS,Cinevista Limited,Communication Services,Entertainment,CINEVISTA
CIPLA.NS,Cipla Limited,Healthcare,Drug Manufacturers - Specialty & Generic,CIPLA
CLCIND.NS,CLC Industries Limited,Consumer Cyclical,Textile Manufacturing,CLCIND
CLEAN.NS,Clean Science and Technology Limited,Basic Materials,Specialty Chemicals,CLEAN
CLEANMAX.NS,CLEAN MAX ENVIRO EN SOL L,Utilities,Utilities - Renewable,CLEANMAX
CLEDUCATE.NS,CL Educate Limited,Consumer Defensive,Education & Training Services,CLEDUCATE
CLSEL.NS,Chaman Lal Setia Exports Ltd.,Consumer Defensive,Packaged Foods,CLSEL
CMICABLES.NS,CMI Limited,Industrials,Electrical Equipment & Parts,CMICABLES
CMPDI.NS,CENTRAL MINE P N D INST L,Basic Materials,Other Industrial Metals & Mining,CMPDI
CMSINFO.NS,CMS Info Systems Limited,Industrials,Specialty Business Services,CMSINFO
CNL.NS,Creative Newtech Limited,Technology,Electronics & Computer Distribution,CNL
COALINDIA.NS,Coal India Limited,Energy,Thermal Coal,COALINDIA
COASTCORP.NS,Coastal Corporation Limited,Consumer Defensive,Packaged Foods,COASTCORP
COCHINSHIP.NS,Cochin Shipyard Limited,Industrials,Aerospace & Defense,COCHINSHIP
COFFEEDAY.NS,Coffee Day Enterprises Limited,Consumer Cyclical,Restaurants,COFFEEDAY
COFORGE.NS,Coforge Limited,Technology,Information Technology Services,COFORGE
COHANCE.NS,COHANCE LIFESCIENCES LTD,Healthcare,Drug Manufacturers - Specialty & Generic,COHANCE
COLPAL.NS,Colgate-Palmolive (India) Limited,Consumer Defensive,Household & Personal Products,COLPAL
COMPINFO.NS,Compuage Infocom Limited,Technology,Electronics & Computer Distribution,COMPINFO
COMPUSOFT.NS,Compucom Software Limited,Consumer Defensive,Education & Training Services,COMPUSOFT
COMSYN.NS,Commercial Syn Bags Limited,Consumer Cyclical,Packaging & Containers,COMSYN
CONCOR.NS,Container Corporation of India Limited,Industrials,Railroads,CONCOR
CONCORDBIO.NS,Concord Biotech Limited,Healthcare,Biotechnology,CONCORDBIO
CONFIPET.NS,Confidence Petroleum India Limited,Energy,Oil & Gas Refining & Marketing,CONFIPET
CONSOFINVT.NS,Consolidated Finvest & Holdings Limited,Financial Services,Capital Markets,CONSOFINVT
CONTROLPR.NS,Control Print Limited,Industrials,Business Equipment & Supplies,CONTROLPR
CORALFINAC.NS,Coral India Finance and Housing Limited,Real Estate,Real Estate Services,CORALFINAC
CORDSCABLE.NS,Cords Cable Industries Limited,Industrials,Electrical Equipment & Parts,CORDSCABLE
COROMANDEL.NS,Coromandel International Limited,Basic Materials,Agricultural Inputs,COROMANDEL
CORONA.NS,CORONA REMEDIES LIMITED,Healthcare,Drug Manufacturers - General,CORONA
COSMOFIRST.NS,Cosmo First Limited,Consumer Cyclical,Packaging & Containers,COSMOFIRST
COUNCODOS.NS,Country Condo's Limited,Real Estate,Real Estate - Development,COUNCODOS
CPCAP.NS,CP Capital Limited,Financial Services,Credit Services,CPCAP
CPEDU.NS,Career Point Edutech Ltd.,Consumer Defensive,Education & Training Services,CPEDU
CPPLUS.NS,ADITYA INFOTECH LIMITED,Industrials,Building Products & Equipment,CPPLUS
CRAFTSMAN.NS,Craftsman Automation Limited,Consumer Cyclical,Auto Parts,CRAFTSMAN
CRAMC.NS,CANARA ROBECO AMC LIMITED,Financial Services,Asset Management,CRAMC
CREATIVEYE.NS,Creative Eye Limited,Communication Services,Entertainment,CREATIVEYE
CREDITACC.NS,CreditAccess Grameen Limited,Financial Services,Credit Services,CREDITACC
CREST.NS,Crest Ventures Limited,Financial Services,Financial Conglomerates,CREST
CRISIL.NS,CRISIL Limited,Financial Services,Financial Data & Stock Exchanges,CRISIL
CRIZAC.NS,CRIZAC LIMITED,Consumer Defensive,Education & Training Services,CRIZAC
CROMPTON.NS,Crompton Greaves Consumer Electricals Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",CROMPTON
CROWN.NS,Crown Lifters Limited,Industrials,Rental & Leasing Services,CROWN
CSBBANK.NS,CSB Bank Limited,Financial Services,Banks - Regional,CSBBANK
CSLFINANCE.NS,CSL Finance Limited,Financial Services,Credit Services,CSLFINANCE
CTE.NS,Cambridge Technology Enterprises Limited,Technology,Information Technology Services,CTE
CUB.NS,City Union Bank Limited,Financial Services,Banks - Regional,CUB
CUBEXTUB.NS,Cubex Tubings Limited,Basic Materials,Copper,CUBEXTUB
CUMMINSIND.NS,Cummins India Limited,Industrials,Specialty Industrial Machinery,CUMMINSIND
CUPID.NS,Cupid Limited,Consumer Defensive,Household & Personal Products,CUPID
CURAA.NS,CURA TECHNOLOGIES LIMITED,Technology,Software - Application,CURAA
CYBERMEDIA.NS,Cyber Media (India) Limited,Communication Services,Publishing,CYBERMEDIA
CYBERTECH.NS,CyberTech Systems and Software Limited,Technology,Information Technology Services,CYBERTECH
CYIENT.NS,Cyient Limited,Industrials,Conglomerates,CYIENT
CYIENTDLM.NS,Cyient DLM Limited,Industrials,Aerospace & Defense,CYIENTDLM
DABUR.NS,Dabur India Limited,Consumer Defensive,Household & Personal Products,DABUR
DALBHARAT.NS,Dalmia Bharat Limited,Basic Materials,Building Materials,DALBHARAT
DALMIASUG.NS,Dalmia Bharat Sugar and Industries Limited,Consumer Defensive,Confectioners,DALMIASUG
DAMCAPITAL.NS,DAM CAPITAL ADVISORS LTD,Financial Services,Capital Markets,DAMCAPITAL
DAMODARIND.NS,Damodar Industries Limited,Consumer Cyclical,Textile Manufacturing,DAMODARIND
DANGEE.NS,Dangee Dums Limited,Consumer Cyclical,Restaurants,DANGEE
DATAMATICS.NS,Datamatics Global Services Limited,Technology,Information Technology Services,DATAMATICS
DATAPATTNS.NS,Data Patterns (India) Limited,Industrials,Aerospace & Defense,DATAPATTNS
DAVANGERE.NS,Davangere Sugar Company Limited,Consumer Defensive,Confectioners,DAVANGERE
DBCORP.NS,D. B. Corp Limited,Communication Services,Publishing,DBCORP
DBEIL.NS,DEEPAK BUILDERS & ENG I L,Industrials,Engineering & Construction,DBEIL
DBL.NS,Dilip Buildcon Limited,Industrials,Engineering & Construction,DBL
DBOL.NS,Dhampur Bio Organics Limited,Consumer Defensive,Farm Products,DBOL
DBREALTY.NS,Valor Estate Limited,Real Estate,Real Estate - Development,DBREALTY
DBSTOCKBRO.NS,DB (International) Stock Brokers Limited,Financial Services,Capital Markets,DBSTOCKBRO
DCAL.NS,Dishman Carbogen Amcis Limited,Healthcare,Biotechnology,DCAL
DCBBANK.NS,DCB Bank Limited,Financial Services,Banks - Regional,DCBBANK
DCI.NS,DC Infotech and Communication Limited,Technology,Electronics & Computer Distribution,DCI
DCM.NS,DCM Limited,Industrials,Metal Fabrication,DCM
DCMFINSERV.NS,DCM Financial Services Limited,Financial Services,Credit Services,DCMFINSERV
DCMNVL.NS,DCM Nouvelle Limited,Consumer Cyclical,Textile Manufacturing,DCMNVL
DCMSHRIRAM.NS,DCM Shriram Limited,Industrials,Conglomerates,DCMSHRIRAM
DCMSIL.NS,DCM Shriram International Limited,Industrials,Industrial Distribution,DCMSIL
DCMSRIND.NS,DCM Shriram Industries Limited,Consumer Defensive,Confectioners,DCMSRIND
DCW.NS,DCW Limited,Basic Materials,Chemicals,DCW
DCXINDIA.NS,DCX Systems Limited,Industrials,Aerospace & Defense,DCXINDIA
DDEVPLSTIK.NS,Ddev Plastiks Industries Limited,Basic Materials,Specialty Chemicals,DDEVPLSTIK
DECCANCE.NS,Deccan Cements Limited,Basic Materials,Building Materials,DECCANCE
DEEDEV.NS,DEE DEVELOPMENT ENG LTD,Industrials,Metal Fabrication,DEEDEV
DEEPAKFERT.NS,Deepak Fertilisers And Petrochemicals Corporation Limited,Basic Materials,Chemicals,DEEPAKFERT
DEEPAKNTR.NS,Deepak Nitrite Limited,Basic Materials,Chemicals,DEEPAKNTR
DEEPINDS.NS,Deep Industries Limited,Energy,Oil & Gas E&P,DEEPINDS
DELHIVERY.NS,Delhivery Limited,Industrials,Integrated Freight & Logistics,DELHIVERY
DELPHIFX.NS,Delphi World Money Limited,Financial Services,Capital Markets,DELPHIFX
DELTACORP.NS,Delta Corp Limited,Consumer Cyclical,Resorts & Casinos,DELTACORP
DELTAMAGNT.NS,Delta Manufacturing Limited,Consumer Cyclical,Textile Manufacturing,DELTAMAGNT
DEN.NS,DEN Networks Limited,Communication Services,Entertainment,DEN
DENORA.NS,De Nora India Limited,Industrials,Electrical Equipment & Parts,DENORA
DENTA.NS,DENTA WATER N INFRA SOL L,Industrials,Engineering & Construction,DENTA
DEVIT.NS,Dev Information Technology Limited,Technology,Information Technology Services,DEVIT
DEVX.NS,Dev Accelerator Limited,Real Estate,Real Estate Services,DEVX
DEVYANI.NS,Devyani International Limited,Consumer Cyclical,Restaurants,DEVYANI
DGCONTENT.NS,Digicontent Limited,Communication Services,Internet Content & Information,DGCONTENT
DHAMPURSUG.NS,Dhampur Sugar Mills Limited,Consumer Defensive,Confectioners,DHAMPURSUG
DHANBANK.NS,Dhanlaxmi Bank Limited,Financial Services,Banks - Regional,DHANBANK
DHANUKA.NS,Dhanuka Agritech Limited,Basic Materials,Agricultural Inputs,DHANUKA
DHARAN.NS,Dharan Infra-EPC Limited,Real Estate,Real Estate - Development,DHARAN
DHARMAJ.NS,Dharmaj Crop Guard Limited,Basic Materials,Agricultural Inputs,DHARMAJ
DHRUV.NS,Dhruv Consultancy Services Limited,Industrials,Engineering & Construction,DHRUV
DHUNINV.NS,Dhunseri Investments Limited,Financial Services,Capital Markets,DHUNINV
DIACABS.NS,Diamond Power Infrastructure Limited,Industrials,Specialty Industrial Machinery,DIACABS
DIAMINESQ.NS,Diamines and Chemicals Limited,Basic Materials,Chemicals,DIAMINESQ
DIAMONDYD.NS,Prataap Snacks Limited,Consumer Defensive,Packaged Foods,DIAMONDYD
DICIND.NS,DIC India Limited,Basic Materials,Specialty Chemicals,DICIND
DIFFNKG.NS,DIFFUSION ENGINEERS LTD,Industrials,Specialty Industrial Machinery,DIFFNKG
DIGIDRIVE.NS,Digidrive Distributors Limited,Consumer Cyclical,Internet Retail,DIGIDRIVE
DIGISPICE.NS,DiGiSPICE Technologies Limited,Financial Services,Financial Conglomerates,DIGISPICE
DIGITIDE.NS,Digitide Solutions Limited,Industrials,Specialty Business Services,DIGITIDE
DIGJAMLMTD.NS,Digjam Limited,Consumer Cyclical,Textile Manufacturing,DIGJAMLMTD
DIL.NS,Debock Industries Limited,Industrials,Farm & Heavy Construction Machinery,DIL
DISHTV.NS,Dish TV India Limited,Communication Services,Entertainment,DISHTV
DIVGIITTS.NS,Divgi TorqTransfer Systems Limited,Consumer Cyclical,Auto Parts,DIVGIITTS
DIVISLAB.NS,Divi's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,DIVISLAB
DIXON.NS,Dixon Technologies (India) Limited,Technology,Consumer Electronics,DIXON
DJML.NS,DJ Mediaprint & Logistics Limited,Industrials,Specialty Business Services,DJML
DLF.NS,DLF Limited,Real Estate,Real Estate - Development,DLF
DLINKINDIA.NS,D-Link (India) Limited,Technology,Communication Equipment,DLINKINDIA
DMART.NS,Avenue Supermarts Limited,Consumer Defensive,Discount Stores,DMART
DMCC.NS,DMCC Speciality Chemicals Limited,Basic Materials,Chemicals,DMCC
DNAMEDIA.NS,Diligent Media Corporation Limited,Communication Services,Publishing,DNAMEDIA
DODLA.NS,Dodla Dairy Limited,Consumer Defensive,Food Distribution,DODLA
DOLATALGO.NS,Dolat Algotech Limited,Financial Services,Capital Markets,DOLATALGO
DOLLAR.NS,Dollar Industries Limited,Consumer Cyclical,Apparel Manufacturing,DOLLAR
DOLPHIN.NS,Dolphin Offshore Enterprises (India) Limited,Energy,Oil & Gas Equipment & Services,DOLPHIN
DOMS.NS,DOMS Industries Limited,Industrials,Business Equipment & Supplies,DOMS
DONEAR.NS,Donear Industries Limited,Consumer Cyclical,Textile Manufacturing,DONEAR
DPABHUSHAN.NS,D. P. Abhushan Limited,Consumer Cyclical,Luxury Goods,DPABHUSHAN
DPSCLTD.NS,India Power Corporation Limited,Utilities,Utilities - Regulated Electric,DPSCLTD
DPWIRES.NS,D.P. Wires Limited,Industrials,Metal Fabrication,DPWIRES
DRCSYSTEMS.NS,DRC Systems India Limited,Technology,Information Technology Services,DRCSYSTEMS
DREAMFOLKS.NS,Dreamfolks Services Limited,Industrials,Airports & Air Services,DREAMFOLKS
DREDGECORP.NS,Dredging Corporation of India Limited,Industrials,Engineering & Construction,DREDGECORP
DRREDDY.NS,Dr. Reddy's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,DRREDDY
DSFCL.NS,DCM SHRIRAM FINE CHEM LTD,Basic Materials,Specialty Chemicals,DSFCL
DSSL.NS,Dynacons Systems & Solutions Limited,Technology,Information Technology Services,DSSL
DTIL.NS,Dhunseri Tea & Industries Limited,Consumer Defensive,Packaged Foods,DTIL
DUCON.NS,Ducon Infratechnologies Limited,Industrials,Specialty Industrial Machinery,DUCON
DVL.NS,Dhunseri Ventures Limited,Financial Services,Capital Markets,DVL
DWARKESH.NS,Dwarikesh Sugar Industries Limited,Consumer Defensive,Confectioners,DWARKESH
DYCL.NS,Dynamic Cables Limited,Industrials,Electrical Equipment & Parts,DYCL
DYNAMATECH.NS,Dynamatic Technologies Limited,Consumer Cyclical,Auto Parts,DYNAMATECH
DYNPRO.NS,Dynemic Products Limited,Basic Materials,Specialty Chemicals,DYNPRO
E2E.NS,E2E Networks Limited,Technology,Software - Infrastructure,E2E
EASEMYTRIP.NS,Easy Trip Planners Limited,Consumer Cyclical,Travel Services,EASEMYTRIP
EASTSILK.NS,Eastern Silk Industries Limited,Consumer Cyclical,Textile Manufacturing,EASTSILK
EBGNG.NS,GNG ELECTRONICS LIMITED,Technology,Computer Hardware,EBGNG
ECLERX.NS,eClerx Services Limited,Technology,Information Technology Services,ECLERX
ECOSMOBLTY.NS,ECOS (INDIA) MOB & HOSP L,Industrials,Rental & Leasing Services,ECOSMOBLTY
EDELWEISS.NS,Edelweiss Financial Services Limited,Financial Services,Financial Conglomerates,EDELWEISS
EDUCOMP.NS,Educomp Solutions Limited,Consumer Defensive,Education & Training Services,EDUCOMP
EFCIL.NS,EFC (I) Limited,Real Estate,Real Estate Services,EFCIL
EICHERMOT.NS,Eicher Motors Limited,Consumer Cyclical,Auto Manufacturers,EICHERMOT
EIDPARRY.NS,E.I.D.- Parry (India) Limited,Basic Materials,Agricultural Inputs,EIDPARRY
EIEL.NS,ENVIRO INFRA ENGINEERS L,Industrials,Engineering & Construction,EIEL
EIFFL.NS,Euro India Fresh Foods Limited,Consumer Defensive,Packaged Foods,EIFFL
EIHAHOTELS.NS,EIH Associated Hotels Limited,Consumer Cyclical,Lodging,EIHAHOTELS
EIHOTEL.NS,EIH Limited,Consumer Cyclical,Lodging,EIHOTEL
EIMCOELECO.NS,Eimco Elecon (India) Limited,Industrials,Farm & Heavy Construction Machinery,EIMCOELECO
EKC.NS,Everest Kanto Cylinder Limited,Industrials,Specialty Industrial Machinery,EKC
ELDEHSG.NS,Eldeco Housing and Industries Limited,Real Estate,Real Estate Services,ELDEHSG
ELECON.NS,Elecon Engineering Company Limited,Industrials,Specialty Industrial Machinery,ELECON
ELECTCAST.NS,Electrosteel Castings Limited,Industrials,Building Products & Equipment,ELECTCAST
ELECTHERM.NS,Electrotherm (India) Limited,Basic Materials,Steel,ELECTHERM
ELGIEQUIP.NS,Elgi Equipments Limited,Industrials,Specialty Industrial Machinery,ELGIEQUIP
ELGIRUBCO.NS,Elgi Rubber Company Limited,Consumer Cyclical,Auto Parts,ELGIRUBCO
ELIN.NS,Elin Electronics Limited,Industrials,Electrical Equipment & Parts,ELIN
ELLEN.NS,ELLENBARRIE INDUS GASES L,Basic Materials,Chemicals,ELLEN
EMAMILTD.NS,Emami Limited,Consumer Defensive,Household & Personal Products,EMAMILTD
EMAMIPAP.NS,Emami Paper Mills Limited,Basic Materials,Paper & Paper Products,EMAMIPAP
EMAMIREAL.NS,Emami Realty Limited,Real Estate,Real Estate - Development,EMAMIREAL
